年 year
蛋白質 proteins
世俗 mundane
世俗 secular
世俗 worldly
錄音室 studio
罷工 strike
罷工 strikes
屋頂 roof
陰謀 plot
陰謀 conspiracy
偏向 biased
偏向 bias
新星 nova
烏拉圭 uruguay
番茄 tomato
番茄 tomatoes
夏日 summer
夏日 summertime
章程 statute
白天 day
間諜 spy
間諜 spies
糧食 food
糧食 grain
微生物 microorganisms
微生物 microbial
付費 pay
付費 paid
強迫 forced
強迫 compulsion
強迫 coercion
文法 grammar
俘虜 prisoner
俘虜 captive
歲月 years
殭屍 zombie
護士 nurse
立體聲 stereo
海關 customs
假定 assumed
假定 assumptions
假定 assumption
假定 presumed
波羅 baltic
裙 dress
裙 skirt
菩薩 bodhisattva
菩薩 buddha
競技場 arena
珊瑚礁 reefs
珊瑚礁 reef
立方 cube
立方 cubic
無線電 radio
麻省理工 mit
爬 climb
爬 crawl
捐贈 donation
捐贈 donate
捐贈 donations
搬遷 evictions
搬遷 relocation
伴奏 accompaniment
鱂 pupfish
連勝 streak
平時 usual
核准 approvals
核准 approval
核准 approve
核准 approved
中野 nakano
脂肪 fat
尊敬 respect
十字架 cross
十字架 crucifix
感動 moved
感動 touching
感動 moving
感動 touched
住所 residence
住所 domicile
單人 single
運河 canal
運河 canals
星期四 thursday
大門 gate
空白 gaps
空白 empty
空白 blank
紀念碑 memorial
紀念碑 monuments
紀念碑 monument
人道 humane
人道 humanity
驗證 verify
驗證 authentication
驗證 verification
驗證 validate
驗證 validation
相鄰 adjoining
相鄰 adjacent
山姆 sam
苗栗 miaoli
監禁 imprisonment
監禁 incarceration
爐 stove
爐 furnace
爐 oven
爐 furnaces
票價 fare
票價 fares
亞當 adam
偵察 recon
偵察 reconnaissance
銷售量 sales
侮辱 insults
侮辱 insulting
侮辱 insult
境外 offshore
管家 butler
管家 housekeeper
鰈 flounder
平凡 mundane
平凡 ordinary
水塘 reservoirs
水塘 reservoir
駒 kui
見證 witnessing
見證 witness
履行 fulfill
工事 fortifications
洲際 intercontinental
音響 stereo
馬拉松 marathon
聚合物 polymer
聚合物 polymers
專欄 column
未成年 underage
未成年 minor
清洗 purge
清洗 cleaning
清洗 cleansing
誤會 misunderstanding
太空船 spacecraft
太空船 spaceship
必需 necessary
控告 indictment
天主教徒 catholic
天主教徒 catholics
決心 resolve
決心 determination
罰 penalty
個案 case
安東 anton
官僚 bureaucracy
官僚 bureaucrat
加冕 coronation
太古 swire
暑假 summer
炒 fried
鞏固 consolidate
鞏固 consolidating
鞏固 consolidation
鞏固 solidify
燃油 fuel
仲裁 arbitration
降水 precipitation
胃 gastric
胃 stomach
宜昌 yichang
遇見 met
姑娘 girl
北歐 nordic
北歐 scandinavian
雨量 rainfall
模組 module
洞穴 cave
洞穴 caves
洞穴 caverns
千歲 chitose
游泳池 pool
次郎 jiro
大片 blockbuster
印度尼西亞 indonesia
貝拉 bella
權威 authoritative
權威 authority
樣本 sample
樣本 specimen
樣本 samples
住房 housing
接納 admission
旗艦 flagship
惡意 malicious
惡意 malice
發放 issuance
渠道 channels
敵軍 enemy
旅館 hotel
旅館 hotels
動物園 zoos
動物園 zoo
精品 boutique
本質 essence
本質 intrinsic
扭曲 twist
扭曲 skew
扭曲 twisted
扭曲 distortion
也許 maybe
村莊 villages
村莊 village
約定 pact
週六 saturday
週六 sat
預告 teaser
預告 trailer
江北 jiangbei
節日 festival
節日 festivals
節日 holiday
節日 holidays
固有 inherent
固有 intrinsic
地層 strata
地層 stratum
重疊 overlaps
重疊 duplication
重疊 overlapping
重疊 overlap
停泊 berthing
健身 workout
健身 fitness
共產主義 communist
共產主義 communism
候補 alternate
守門員 goalkeeper
守門員 goalie
瓷 porcelain
心跳 heartbeat
愛好者 enthusiast
愛好者 enthusiasts
傳承 legacy
史前 prehistoric
禮物 gifts
禮物 gift
侵入 trespass
侵入 incursions
里程碑 milestones
里程碑 milestone
野外 wilderness
虐待 abusive
虐待 abuse
虐待 maltreatment
鋸 saw
鋸 sawing
可行 feasible
可行 workable
逆轉 reversed
逆轉 reversal
逆轉 reverses
平反 vindication
工藝 craftsmanship
工藝 craft
工藝 crafts
解體 disintegration
描繪 depiction
描繪 portrayal
聊 chat
聊 talk
門檻 threshold
門檻 thresholds
商用 commercial
先驅 herald
先驅 pioneer
先驅 pioneers
先知 oracle
先知 prophet
挑 pick
撤離 evacuate
撤離 evacuation
產物 product
估算 estimation
凸 convex
法學 jurisprudence
美容 beauty
克服 overcoming
克服 overcome
年表 chronology
漏洞 loophole
漏洞 loopholes
配件 fittings
配件 accessories
配件 accessory
邁阿密 miami
寒冷 cold
數學家 mathematician
數學家 mathematicians
靴 boot
靴 boots
晚會 gala
手冊 handbook
手冊 manuals
手冊 manual
隨時 anytime
整數 integer
致死 lethal
調節 conditioning
瑞安 ryan
馬尼拉 manila
妖精 goblins
妖精 goblin
預防 preventive
預防 prevention
修士 friar
表決 vote
表決 voting
阿爾巴尼亞 albania
濫用 misuse
濫用 abused
濫用 abusive
濫用 abuse
濫用 abuses
好萊塢 hollywood
汁 juice
小吃 snack
小吃 snacks
海王星 neptune
犁 plow
犁 plough
黃昏 twilight
黃昏 dusk
地理位置 geography
演變 evolution
航程 voyage
航程 voyages
辣 spicy
適當 appropriate
夾 clip
某人 someone
階層 strata
貨車 truck
貨車 van
熱情 enthusiasm
熱情 passion
境界 realm
天天 everyday
手動 manual
噪音 noise
噪音 noises
未定 unsettled
星期三 wednesday
評論家 critics
評論家 critic
尿 pee
尿 urine
尿 piss
電源 power
大洋 taiyo
大洋 ocean
演說 speech
侯爵 marquess
侯爵 marquis
德克薩斯州 texas
學員 cadets
學員 cadet
學員 trainees
矮星 dwarf
可行性 viability
構想 concept
主修 major
支柱 pillars
支柱 pillar
支柱 backbone
帳戶 account
公國 principality
公國 duchy
東洋 toyo
曲棍球 hockey
靈感 inspired
靈感 inspiration
詮釋 interpret
哲學家 philosophers
哲學家 philosopher
太田 ota
計算機 computer
計算機 computers
財政部 treasury
召集人 convener
召集人 convenor
買賣 trading
買賣 sale
改正 correction
改正 rectification
制裁 sanction
制裁 sanctions
可怕 scary
刺客 assassin
刺客 assassins
手稿 manuscripts
手稿 manuscript
中川 nakagawa
櫻井 sakurai
外面 outside
替換 replacement
替換 replace
純粹 purely
純粹 pure
創始人 founders
創始人 founder
精密 sophisticated
精密 sophistication
精密 precision
輕鬆 easy
友情 friendships
友情 friendship
沙特 saudi
引述 quoted
引述 quote
引述 quoting
引述 quotes
萬里 miles
反正 anyway
繼承人 heir
繼承人 heirs
斤 catty
導航 navigate
導航 navigator
導航 navigation
導航 navigating
鵰 eagle
退化 degeneration
退化 degraded
退化 degenerative
退化 degenerate
退化 degradation
季度 quarterly
季度 quarter
周日 sunday
向下 down
領銜 headlining
佛羅里達州 florida
尼泊爾 nepal
國會議員 congressman
國會議員 congressmen
雙重 double
雙重 dual
吞 swallow
捕捉 capture
捕捉 capturing
捕捉 captures
冶金 metallurgy
冶金 metallurgical
代數 algebraic
代數 algebra
堀 hori
重申 reaffirmation
重申 reiterate
重申 reaffirming
重申 reiterating
降雨 rainfall
偶爾 occasionally
選項 options
選項 option
貴州 guizhou
部族 clan
部族 tribe
部族 clans
部族 tribes
折扣 discount
折扣 discounted
折扣 discounts
氣氛 atmosphere
糧 grain
反派 villain
反派 villains
召回 recall
頻繁 frequently
頻繁 frequent
保密 confidentiality
保密 confidential
保密 secrecy
姿態 gesture
姿態 posture
渡輪 ferry
渡輪 ferries
財富 riches
財富 fortune
財富 wealth
轉化 transformation
分泌 secretion
浪費 wasted
浪費 waste
蕉 banana
蕉 cheras
性感 sexy
廢物 waste
廢物 wastes
存取 access
存取 accessed
存取 accessing
初級 junior
初級 primary
香蕉 banana
香蕉 bananas
迷宮 labyrinth
迷宮 maze
大乘 mahayana
度量 metric
度量 measure
度量 measurement
州長 governor
省略 omitting
省略 omitted
省略 omit
省略 omission
驚人 amazing
振興 rejuvenation
振興 revitalisation
振興 revitalizing
振興 revival
振興 revitalization
伽利略 galileo
氦 helium
金沙 sands
利比亞 libya
畜牧 livestock
教士 cleric
鯨魚 whales
鯨魚 whale
北斗 beidou
告白 confession
告白 confessions
貪污 embezzlement
處分 disposition
難度 difficulty
不列顛 britain
不列顛 britannia
士林 shilin
攔截 intercept
攔截 interception
海事 marine
海事 maritime
最短 shortest
減輕 mitigating
減輕 lighten
減輕 mitigation
減輕 alleviation
視野 visualize
視野 vision
結尾 end
結尾 ending
胸部 chest
胸部 breast
二郎 jiro
破產 bankrupt
破產 insolvency
破產 bankruptcy
精神病 psychosis
左側 left
業主 owner
業主 owners
業主 landlord
喜好 preferences
喜好 preference
小泉 koizumi
纖維 fibre
纖維 fiber
纖維 fabric
纖維 fibers
海港 harbor
海港 seaports
海港 harbour
海港 seaport
渴望 longing
渴望 eager
渴望 craving
渴望 yearning
矩陣 matrices
矩陣 matrix
攝影師 photographer
攝影師 cameraman
攝影師 photographers
挑選 selection
挑選 pick
會談 talks
聖誕節 christmas
聖誕節 xmas
塔吉克 tajikistan
學歷 education
座標 coordinates
急性 acute
扭 twist
繩 rope
超音速 supersonic
特技 stunt
特技 acrobatics
特技 stunts
睡眠 sleep
效忠 allegiance
建構 constructions
建構 construct
採購 procurement
採購 purchasing
忘記 forget
懲罰 penalty
懲罰 penalties
懲罰 punishment
離職 separations
離職 separation
對比 comparison
對比 comparisons
對比 contrast
圍繞 around
光線 light
信用 credit
信用 credits
重生 reborn
重生 rebirth
裁撤 abolition
裁撤 abolishment
詞典 dictionaries
詞典 dictionary
申請者 applicant
申請者 applicants
自由主義 liberal
自由主義 liberalism
缺點 weakness
缺點 shortcomings
缺點 disadvantages
缺點 flaws
缺點 disadvantage
禮儀 etiquette
禮儀 manners
禮儀 ceremonial
內建 built
土司 toast
農村 countryside
農村 rural
報復 revenge
頂點 apex
頂點 vertex
頂點 capstone
多功能 multifunctional
多功能 multifunction
多功能 multipurpose
途徑 pathways
途徑 pathway
覺醒 awakening
覺醒 awaken
例行 routine
已婚 married
微分 differentiation
微分 differential
油田 oilfield
油田 oilfields
傳教 missionary
塑造 moulding
塑造 shaping
交替 alternating
手臂 arm
雙手 hands
魔神 magic
極度 extremely
極度 extreme
交出 surrender
獲取 get
屠殺 massacre
屠殺 slaughter
大邱 daegu
演習 exercises
演習 exercise
演習 drill
巴拿馬 panama
攝氏 celsius
匹配 matches
匹配 matching
匹配 match
匹配 matched
損害 damage
斷層 fault
斷層 faults
力士 lux
電波 airwaves
出境 exit
出境 departure
郊區 suburb
郊區 suburban
郊區 outskirts
郊區 suburbs
哈哈 haha
哈哈 lol
願望 desire
願望 wish
願望 wishes
阿拉伯人 arabs
貧窮 poverty
光滑 slippery
光滑 smooth
光滑 glossy
光滑 sleek
君子 gentleman
福井 fukui
河岸 riverbank
遲 late
詞語 words
生物學 biological
生物學 biology
債務 debts
債務 debt
光芒 radiance
光芒 glow
塾 sook
俄語 russian
穿梭 shuttle
渲染 rendering
按鈕 buttons
按鈕 button
翰林 hanlin
陣線 front
分化 divide
氨基 amino
週日 sunday
跆拳道 taekwondo
跆拳道 kickboxing
題目 topic
題目 topics
高知 kōchi
高知 kochi
忙 busy
半導體 semiconductor
半導體 semiconductors
評分 rating
評分 rated
評分 ratings
評分 rate
附件 attachment
黃埔 whampoa
泡沫 bubbles
泡沫 foam
泡沫 bubble
狀元 scholar
動員 mobilisation
動員 mobilize
動員 mobilizing
動員 mobilization
倉庫 warehouse
發電機 generators
發電機 generator
比喻 parable
比喻 metaphor
比喻 analogy
齋藤 saito
埋葬 burial
埋葬 bury
埋葬 buried
松鼠 squirrel
松鼠 squirrels
衫 shirt
塵 dust
相撞 collision
相撞 collide
多多 toto
臨床 clinical
臨床 clinically
退伍 discharged
繞道 detour
繞道 bypass
住院 hospitalized
住院 hospitalization
自願 voluntary
輸 lost
輸 lose
林子 woods
方形 square
岡田 okada
強行 forcible
猜想 conjecture
愛國 patriotic
祝福 blessing
祝福 blessings
祝福 blessed
人類學 anthropological
陷阱 trap
陷阱 traps
倒數 countdown
編纂 compilation
編纂 codification
遺傳 genetic
遺傳 genetics
遺傳 hereditary
雨水 rainwater
雨水 rain
無數 countless
干預 interference
干預 intervene
干預 intervention
崩潰 crash
崩潰 collapse
手球 handball
車票 tickets
車票 ticket
射箭 archery
牛頓 newton
糖尿病 diabetic
糖尿病 diabetes
訂購 ordering
訂購 ordered
訂購 order
鋁 aluminium
鋁 aluminum
謀殺 murder
師傅 master
探測器 detector
探測器 probe
探測器 detectors
探測器 probes
可靠性 reliability
托馬斯 thomas
壟斷 monopolies
壟斷 monopolization
壟斷 monopolistic
壟斷 monopoly
變數 variable
變數 variables
切割 cutting
雙胞胎 twin
雙胞胎 twins
聰明 smart
語文 languages
語文 language
法西斯 fascist
大主教 archbishop
量化 quantitative
量化 quantification
量化 quantifiable
量化 quantified
量化 quantify
鯉魚 carp
有時候 sometimes
曼哈頓 manhattan
植被 vegetation
老大 boss
解答 answers
同居 cohabiting
同居 cohabitation
大象 elephants
大象 elephant
遊樂場 playground
遊樂場 playgrounds
會場 venue
閻 yan
回覆 reply
回覆 replies
衰變 decay
感應 vibe
感應 induction
塑膠 plastics
塑膠 plastic
排斥 ostracism
排斥 exclusion
連鎖 chain
企鵝 penguins
企鵝 penguin
沙灘 beach
沙灘 beaches
賓夕法尼亞 pennsylvania
騎師 jockey
高棉 khmer
懸 hanging
頒布 promulgated
頒布 promulgation
頒布 promulgating
頒布 enactment
頒布 promulgate
頒布 enacted
浪潮 tide
浪潮 wave
盈利 profit
盈利 profitable
盈利 profitability
過渡 transition
過渡 transitions
傳教士 missionaries
傳教士 missionary
表揚 commendation
表揚 praise
每個人 everybody
每個人 everyone
辜 koo
目睹 witnessing
濕 wet
獲准 permitted
摩西 moses
降級 downgrade
降級 demotion
降級 downgrading
降級 demoted
網際網路 internet
遠藤 endo
戶外 outdoor
戶外 outdoors
文憑 diploma
文憑 diplomas
氨基酸 amino
脊椎 spine
空缺 vacancy
空缺 vacancies
空缺 vacant
阻擋 blocking
巡邏 patrolling
巡邏 patrols
巡邏 patrol
睡 sleep
睡 sleeping
溴 bromine
扭力 torque
蛋糕 cake
蛋糕 cakes
流出 outflow
沙巴 sabah
對待 treat
鑲嵌 tiling
持股 shareholdings
持股 shareholding
崇德 virgil
過期 expire
過期 expired
過期 expires
庇護 asylum
恐慌 panic
前輩 elder
海嘯 tsunami
海嘯 tsunamis
旋風 ozone
旋風 cyclone
旋風 whirlwind
殘疾 disabled
殘疾 disabilities
殘疾 disablement
殘疾 disability
聖地牙哥 santiago
推定 presumption
推定 presumptions
推定 presumptive
推定 presumed
處決 execution
處決 executions
自傳 autobiography
自傳 biography
哇 wow
病患 patients
病患 patient
碳酸 carbonate
漁業 fisheries
漁業 fishery
漁業 fishing
硼 boron
命中 hits
命中 hit
互通 interoperable
大野 ono
杜鵑 rhododendron
杜鵑 cuckoo
定型 stereotyped
大理石 marble
撥款 allocation
撥款 allocations
炭 charcoal
炭 carbon
特效 effect
特效 effects
疑問 doubt
步驟 step
步驟 steps
大洲 continents
大洲 continent
織 weave
救助 salvage
媽祖 mazu
縮小 shrinking
縮小 narrow
縮小 shrink
衡量 measuring
衡量 measurement
衡量 measure
內陸 inland
內陸 landlocked
高興 happy
電路 circuits
電路 circuit
墓園 cemetery
間隔 intervals
間隔 interval
間隔 spacing
海岸線 coast
海岸線 shoreline
海岸線 coastline
海岸線 coastlines
擢 mew
詩歌 poems
詩歌 poetry
善良 kind
善良 kindness
流失 churn
流失 drain
氧化物 oxides
氧化物 oxide
正方形 square
保守派 conservatives
保守派 conservative
判刑 sentencing
判刑 sentenced
判刑 sentences
判刑 sentence
剪輯 editing
剪輯 clip
分級 grading
灶 stoves
灶 stove
灶 hearth
複數 plural
英勇 bravery
氯化 chloride
氯化 chlorination
印度教 hinduism
印度教 hindu
會所 clubhouse
外貌 appearance
短缺 shortages
短缺 shortfall
短缺 shortage
音節 syllable
音節 syllables
傻 stupid
傻 silly
跳躍 jump
跳躍 leap
跳躍 jumping
測驗 test
測驗 tests
測驗 testing
測驗 quiz
伯德 bird
峽谷 canyons
峽谷 gorge
峽谷 canyon
傳聞 hearsay
傳聞 rumor
飼養 breeding
吞吐量 throughput
氣壓 pressure
戰區 theatre
微波 microwave
液體 liquids
液體 fluid
液體 liquid
回顧 recalling
回顧 recap
住宿 lodging
住宿 accommodation
住宿 accommodations
聯播 hookup
信念 faith
信念 conviction
槍擊 shooting
荷馬 homer
落地 landing
墓碑 headstone
墓碑 tombstone
國歌 anthem
彈頭 warhead
彈頭 bullet
彈頭 warheads
內心 inside
內心 inner
新鮮 fresh
畏 angst
沼澤 swamp
沼澤 marsh
沼澤 bog
直立 upright
圍攻 siege
沐 mu
表情 expression
表情 emoji
幻影 phantom
